tmdb_id,title,release_date,runtime,budget,revenue,cast,crew,countries,status,overview,popularity,vote_average,vote_count,tagline,genres,production_companies
9257,S.W.A.T.,2003-08-08,117,80000000,207700000,"['Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez', 'LL Cool J', 'Josh Charles', 'Jeremy Renner', 'Brian Van Holt', 'Olivier Martinez', 'Domenick Lombardozzi', 'Reg E. Cathey']","[""Louis D'Esposito"", 'David McKenna', 'Gabriel Beristain', 'Dan Halsted', 'Michael Tronick', 'David Ayer', 'Todd Black', 'Elliot Goldenthal', 'Clark Johnson', 'Chris Lee']",['US'],Released,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",4.7242,6.154,2680,You're either S.W.A.T. or you're not.,"['Action', 'Thriller', 'Crime']","['Original Film', 'Camelot Pictures', 'Chris Lee Productions', 'Illusion Entertainment', 'Columbia Pictures']"
410928,Mars: Pioneering the Planet,2003-08-10,120,1000000,2000000,"['William Hootkins', 'Robert Zubrin', 'Bonnie Dunbar', 'Chris McKay']",['Peter Brown'],[],Released,,0.1811,8.0,1,,['Documentary'],[]
2055,Open Range,2003-08-11,139,22000000,68296293,"['Kevin Costner', 'Robert Duvall', 'Michael Gambon', 'Michael Jeter', 'Diego Luna', 'James Russo', 'Abraham Benrubi', 'Kim Coates', 'Annette Bening', 'Dean McDermott']","['Kevin Costner', 'Michael J. Duthie', 'Miklos Wright', 'David Valdes', 'J. Michael Muro', 'Kevin Costner', 'Jake Eberts', 'Michael Kamen', 'Lauran Paine', 'Coreen Mayrs']","['GB', 'US']",Released,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,3.4174,7.2,1193,No place to run. No reason to hide.,"['Western', 'Drama', 'Action', 'Romance']","['Cobalt Media Group', 'Touchstone Pictures', 'Beacon Pictures', 'Tig Productions']"
30806,Out for a Kill,2003-08-14,89,14000000,547333,"['Steven Seagal', 'Kata Dobó', 'Tom Wu', 'Corey Johnson', 'Michelle Goh', 'Bruce Wang', 'Ozzie Yue', 'Chike Chan', 'Hon Ping Tang', 'Dave Wong']","['Michael Oblowitz', 'Boaz Davidson', 'Stanimir Stamatov', 'Dennis Dimster', 'Steven Seagal', 'George Furla', 'John Thompson', 'Danny Lerner', 'Randall Emmett', 'Roy Hay']",['US'],Released,"An unsuspecting university professor is an unwitting accomplice in a foiled Chinese cocaine deal. Wrongly imprisoned, he escapes to take his revenge and prove his innocence.",1.3786,4.049,154,Out for revenge. Out for payback.,"['Action', 'Thriller']","['Millennium Media', 'Luminocity Productions', 'Emmett/Furla Films']"
20210,Grind,2003-08-15,104,6000000,5141166,"['Mike Vogel', 'Vince Vieluf', 'Adam Brody', 'Joey Kern', 'Jennifer Morrison', 'Bam Margera', 'Jason London', 'Summer Altice', 'Erin Murphy', 'Baron La Scala']","['Casey La Scala', 'Ralph Sall', 'Jan McWilliams', 'Ralph Sall', 'Richard Crudo', 'Bill Gerber', 'Eric Strand', 'Tracy Murphy', 'Hunt Lowry', 'Perry Andelin Blake']",['US'],Released,"Four skaters follow their idol on his summer tour in an attempt to get noticed, get sponsored, and become stars themselves.",1.7871,5.965,156,Live Fast... Play Hard... Die Laughing...,"['Action', 'Comedy', 'Adventure']","['Pandora Cinema', '900 Films', 'Asphalt Productions', 'Gaylord Films', 'Gerber Pictures']"
14926,Uptown Girls,2003-08-15,92,20000000,44617342,"['Brittany Murphy', 'Dakota Fanning', 'Marley Shelton', 'Donald Faison', 'Jesse Spencer', 'Austin Pendleton', 'Heather Locklear', 'Will Toale', 'Marceline Hugot', 'Pell James']","['Boaz Yakin', 'Julia Dahl', 'Tricia Sawyer', 'Toni Barton', 'Robert Carr', 'Chris David', 'Marshall Garlington', 'Robert Hein', 'Kim Maitland', 'Glenfield Payne']",['US'],Released,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny to Ray - the precocious, oft-ignored daughter of a music executive - she learns what it means to be an adult while teaching Ray how to be a child.",3.1687,6.928,1104,They're about to teach each other how to act their age.,"['Comedy', 'Drama']","['GreeneStreet Films', 'Metro-Goldwyn-Mayer']"
11547,Cabin Fever,2003-08-15,93,1500000,30600000,"['Rider Strong', 'Jordan Ladd', 'Cerina Vincent', 'Giuseppe Andrews', 'James DeBello', 'Eli Roth', 'Julie Childress', 'Jessica Elder', 'Darcy Martin', 'Heather Simmons']","['Lauren Vilchik', 'Angelo Badalamenti', 'Joe Adams', 'Eli Roth', 'Randy Pearlstein', 'Ryan Folsey', 'Eli Roth', 'Paige Johnson', 'Sam Froelich', 'Nathan Barr']",['US'],Released,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",2.1581,5.689,1428,Terror… in the flesh.,['Horror'],"['Tonic Films', 'Down Home Entertainment', 'Cabin Pictures', 'Black Sky Entertainment', 'Deer Path Films']"
6466,Freddy vs. Jason,2003-08-15,97,30000000,116643421,"['Jesse Hutch', 'Robert Englund', 'Ken Kirzinger', 'Monica Keena', 'Jason Ritter', 'Lochlyn Munro', 'Kelly Rowland', 'David Kopp', 'Katharine Isabelle', 'Christopher Rodriguez Marquette']","['Sean S. Cunningham', 'Mark Stevens', 'Stokely Chaffin', 'Damian Shannon', 'Mark Swift', 'Fred Murphy', 'Graeme Revell', 'Ronny Yu', 'Nancy Green-Keyes', 'Matthew Barry']",['US'],Released,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.",5.815,6.082,2807,Even a killer has something to fear.,['Horror'],"['Yannix Technology Corporation', 'New Line Cinema', 'Avery Pix', 'Crystal Lake Entertainment', 'WTC Productions', 'Sean S. Cunningham Films']"
2771,American Splendor,2003-08-15,101,2000000,6003587,"['Paul Giamatti', 'Hope Davis', 'Judah Friedlander', 'James Urbaniak', 'Earl Billings', 'James McCaffrey', 'Maggie Moore', 'Vivienne Benesch', 'Daniel Tay', 'Harvey Pekar']","['Shari Springer Berman', 'Robert Pulcini', 'Shari Springer Berman', 'Robert Pulcini', 'Mark Suozzo', 'Harvey Pekar', 'Joyce Brabner', 'Terry Stacey', 'Robert Pulcini', 'Michael Wilkinson']",['US'],Released,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,1.0979,7.2,532,Ordinary life is pretty complex stuff,"['Comedy', 'Drama']","['HBO Films', 'Good Machine']"
11023,Thirteen,2003-08-20,100,2000000,10128960,"['Evan Rachel Wood', 'Nikki Reed', 'Holly Hunter', 'Brady Corbet', 'Jeremy Sisto', 'Vanessa Hudgens', 'Sarah Clarke', 'Cynthia Ettinger', 'Ulysses Estrada', 'Sarah Blakley-Cartwright']","['Catherine Hardwicke', 'Nancy Richardson', 'Tim Bevan', 'Brian Zarate', 'Holly Hunter', 'Jeffrey Kusama-Hinte', 'Mark Mothersbaugh', 'Liza Chasin', 'Elliot Davis', 'Michael London']","['GB', 'US']",Released,"When 13-year-old Tracy befriends Evie, the most popular girl in school, her life is turned upside down as Evie introduces her to a world of sex, drugs, and money. But it isn’t long before Tracy’s new lifestyle begins to take a heavy toll on her and her family.",4.1267,6.673,1741,It's happening so fast.,['Drama'],"['Michael London Productions', 'Working Title Films', 'Antidote Films', 'Sound for Film']"
32316,Marci X,2003-08-22,84,20000000,1675706,"['Lisa Kudrow', 'Damon Wayans', 'Richard Benjamin', 'Jane Krakowski', 'Christine Baranski', 'Paula Garcés', 'Charles Kimbrough', 'Veanne Cox', 'Sherie Rene Scott', 'Gano Grills']","['Paul Rudnick', 'Richard Benjamin', 'Ilene Starger', 'Marc Shaiman', 'Thérèse DePrez', 'Jerry Mitchell', 'Jery Hewitt', 'Shawnna Thibodeau', 'Mervyn Warren', 'Mervyn Warren']",['US'],Released,"Marci Feld, a pampered Jewish-American Princess, doesn’t know about rap or the business world. But everything changes after rapper Dr. S releases a controversial CD for the hard-core hip-hop record label owned by Marci’s father. After a national protest breaks out to boycott the new CD and the record label, her father is hospitalized by a heart attack. Marci decides to step in to save his reputation and the family business by taming the raunchy rapper's wild bad boy image.",0.8991,3.5,59,Hip hop meets shop till you drop.,['Comedy'],['Scott Rudin Productions']
10739,Anything Else,2003-08-27,108,18000000,13585075,"['Jason Biggs', 'Christina Ricci', 'Woody Allen', 'Stockard Channing', 'Danny DeVito', 'Jimmy Fallon', 'Anthony Arkin', 'David Conrad', 'Adrian Grenier', 'William Hill']","['Woody Allen', 'Woody Allen', 'Letty Aronson', 'Benny Medina', 'Stephen Tenenbaum', 'Darius Khondji', 'Alisa Lepselter', 'Jack Rollins', 'Charles H. Joffe', 'Helen Robin']",['US'],Released,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda. He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",1.2778,6.2,656,"In any relationship, one person always does the heavy lifting.","['Drama', 'Comedy', 'Romance']","['DreamWorks Pictures', 'Gravier Productions']"
30246,Civil Brand,2003-08-29,95,500000,243347,"['LisaRaye McCoy', ""N'Bushe Wright"", 'Monica Calhoun', 'Clifton Powell', 'Yasiin Bey', 'Da Brat', 'Tichina Arnold', 'Lark Voorhies', 'MC Lyte', 'Mary Ann Schmidt']","['Neema Barnette', 'Preston A. Whitmore II', 'Preston A. Whitmore II', 'Joyce Renee Lewis', 'Yuri Neyman', 'Zene Baker']",['US'],Released,"Forced to work under slave-like conditions in a ""prison for profit"" program, the inmates of a mostly-African-American female prison, Whitehead Correctional, try to take over the institution.",0.7381,6.9,22,Never underestimate the power of a woman... behind bars.,"['Crime', 'Drama', 'Thriller']",['Mandalay Sports Entertainment']
16941,Intermission,2003-08-29,105,5000000,4856298,"['Colin Farrell', 'Colm Meaney', 'Kelly Macdonald', 'Cillian Murphy', ""Brían F. O'Byrne"", 'Shirley Henderson', 'David Wilmot', 'Michael McElhatton', ""Deirdre O'Kane"", 'Ger Ryan']","['John Crowley', ""Mark O'Rowe"", 'Dixie Chassay', 'Lucia Zucchetti', 'Ryszard Lenczewski', 'Jina Jay', 'John Murphy', 'Tom Conroy', 'Lorna Marie Mugan', 'Alan Moloney']","['IE', 'GB']",Released,"A raucous story of the interweaving lives and loves of small-town delinquents, shady cops, pretty good girls and very bad boys. With Irish guts and grit, lives collide, preconceptions shatter and romance is tested to the extreme. An ill-timed and poorly executed couple's break-up sets off a chain of events affecting everyone in town.",1.4038,6.163,166,Life is what happens in between.,"['Comedy', 'Crime', 'Drama']","['UK Film Council', 'Portman Film', 'Brown Sauce Film Productions', 'Company of Wolves', 'Parallel Films', 'Fís Éireann/Screen Ireland']"
13433,Japanese Story,2003-08-30,110,5740000,4098613,"['Toni Collette', 'Gotaro Tsunashima', 'Matthew Dyktynski', 'Lynette Curran', 'Yumiko Tanaka', 'Kate Atkinson', 'Bill Young', 'Reg Evans', 'George Shevtsov', 'Justine Clarke']","['Sue Brooks', 'Tov Belling', 'Mark Goellnicht', 'Mark Goellnicht', 'Rob Hansford', 'Megan Lewis', 'Katie Milwright', 'Susie Struth', 'Sue Brooks', 'John Lonie']",['AU'],Released,"Sandy, a geologist, finds herself stuck on a field trip to the Pilbara desert with a Japanese man she finds inscrutable, annoying and decidedly arrogant. Hiromitsu's view of her is not much better. Things go from bad to worse when they become stranded in one of the most remote regions on Earth.",0.586,6.3,77,Some stories can change your life.,"['Drama', 'Romance']","['Fortissimo Films', 'Gecko Films', 'Australian Film Finance Corporation']"
519918,The Real Texas Chainsaw Massacre,2003-08-31,47,100,100,"['Robert Elmer Kleasan', 'Sean Barrett', 'Ken Driggs', 'Ronnie Earl']","['Jason Kraynek', 'Norman Chancer', 'Paul Douglas', 'Andrew Mackenzie-Betty', 'Paul Douglas']",['US'],Released,"Robert Elmer Kleasen (1934-2003) was an American who was convicted and sentenced to death in 1975 for the murder of two young men near Austin, Texas.",0.0935,6.0,2,,"['Documentary', 'Crime']",['Zig Zag Productions']
27090,Zero Day,2003-09-03,92,20000,8466,"['Cal Robertson', 'Andre Keuck', 'Serataren Adragna', 'Melissa Banks', 'Joshua Bednarsky', 'Rachel Benichak', 'Carmine DiBenedetto', 'Chelsea Cipolla', 'Christopher Coccio', 'Victoria Everman']","['Ben Coccio', 'Richard Abramowitz', 'Christopher Coccio', 'Benji Cossa', 'Courtney Jordan', 'Courtney Jordan', 'Adam Brightman', 'Barney Oldfield', 'Ben Coccio', 'Ben Coccio']",['US'],Released,Two troubled adolescents chronicle the events that ultimately lead up to a terrifying assault on their school.,1.4042,7.3,98,"In high school, you're told you can do anything you put your mind to.","['Crime', 'Drama']",['Professor Bright Films']
13778,Dickie Roberts: Former Child Star,2003-09-04,98,17000000,23769505,"['David Spade', 'Mary McCormack', 'Jon Lovitz', 'Craig Bierko', 'Alyssa Milano', 'Rob Reiner', 'Scott Terra', 'Jenna Boyd', 'John Farley', 'Michael Buffer']","['John Papsidera', 'David Spade', 'Adam Sandler', 'Marc Dabe', 'Lisa Jensen', 'Corina C. Duran-Rabichuk', 'K.C. Fox', 'Roger Bondelli', 'M. Blair Breard', 'Fred Wolf']",['US'],Released,"TV child star of the '70s, Dickie Roberts is now 35 and parking cars. Craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. Desperate to win the part, Dickie hires a family to help him replay his childhood and assume the identity of an average, everyday loser.",1.9311,5.107,206,50 million people used to watch him on TV. Now he washes their cars.,['Comedy'],"['Paramount Pictures', 'Happy Madison Productions']"
8991,Undead,2003-09-04,97,645000,187847,"['Felicity Mason', 'Mungo McKay', 'Rob Jenkins', 'Lisa Cunningham', 'Dirk Hunter', 'Emma Randall', 'Robert Jozinović', 'Robyn Moore', 'Chintamani Lila', 'Scott Hamilton']","['Peter Spierig', 'Steven Boyle', 'Michael Spierig', 'Peter Spierig', 'Andrew Strahorn', 'Cliff Bradley', 'Maxine Dennett', 'Michael Spierig', 'Michael Spierig', 'Peter Spierig']",['AU'],Released,"A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out.",1.1112,5.5,235,Crazy has come to town for a visit.,"['Horror', 'Action', 'Comedy', 'Science Fiction']",['Spierigfilm']
9616,The Order,2003-09-05,102,35000000,11600000,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann', 'Mark Addy', 'Peter Weller', 'Francesco Carnelutti', 'Mattia Sbragia', 'Richard Bremmer', 'Maria Cristina Maccà', 'Rosalinda Celentano']","['Brian Helgeland', 'Brian Helgeland', 'Craig Baumgarten', 'Brian Helgeland', 'Thomas M. Hammel', 'Michael Kuhn', 'David Torn', 'Nicola Pecorini', 'Kevin Stitt', 'Caroline Harris']","['DE', 'US']",Released,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",1.827,5.7,380,Behind the disguise of good hides the soul of evil.,"['Fantasy', 'Mystery', 'Thriller', 'Romance', 'Drama']","['N1 European Film Produktions', 'Baumgarten Merims Productions', '20th Century Fox', 'Baumgarten-Prophet Entertainment']"
1415,Party Monster,2003-09-05,98,5000000,742898,"['Macaulay Culkin', 'Seth Green', 'Chloë Sevigny', 'Natasha Lyonne', 'Wilmer Valderrama', 'Wilson Cruz', 'Diana Scarwid', 'Dylan McDermott', 'Marilyn Manson', 'Mia Kirshner']","['Fenton Bailey', 'Christine Vachon', 'Susan Shopmaker', 'Andrea Stanley', 'Randy Barbato', 'Susan Ogu', 'Jimmy Harry', 'Jeremy Simmons', 'Randy Barbato', 'Fenton Bailey']","['US', 'GB', 'NL']",Released,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",1.3244,5.8,192,Till death do they party.,"['Comedy', 'Drama', 'Crime', 'Thriller']","['ContentFilm', 'Fortissimo Films', 'Killer Films', 'John Wells Productions', 'World of Wonder']"
60013,"Love, Sex, and Eating the Bones",2003-09-06,100,2500000,321000,"['Hill Harper', 'Marlyne Barrett', 'Mark Taylor', 'Marieka Weathered', 'Kai Soremekun', 'Karen Robinson', 'Jennifer Baxter', 'Ed Robertson', 'Kenny Robinson', 'Ayumi Iizuka']","['Sudz Sutherland', 'Sudz Sutherland', 'Kenny Neal Jr.', 'Arthur E. Cooper', 'Mischa Chillak', 'Jennifer Holness', 'Jennifer Holness']",['CA'],Released,A sexy urban comedy about how a guy who is addicted to watching pornography discovers love is stronger than fantasy when he meets and falls in love with the girl of his dreams.,0.3571,4.1,16,Some Choices are Harder than Others,"['Comedy', 'Romance']","['Eating the Bones Productions', 'Hungry Eyes Media', 'The Film Works', 'imX Communications']"
470,21 Grams,2003-09-06,124,20000000,60427839,"['Sean Penn', 'Naomi Watts', 'Benicio del Toro', 'Charlotte Gainsbourg', 'Danny Huston', 'Melissa Leo', 'Clea DuVall', 'Carly Nahon', 'Claire Pakis', 'Nick Nichols']","['Alejandro G. Iñárritu', 'Alejandro G. Iñárritu', 'Robert Salerno', 'Gustavo Santaolalla', 'Ted Hope', 'Rodrigo Prieto', 'Stephen Mirrione', 'Francine Maisler', 'Brigitte Broch', 'Deborah Riley']",['US'],Released,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",2.937,7.322,3366,How much does life weigh?,"['Drama', 'Crime', 'Thriller']","['This is that', 'Y Productions', 'Mediana Productions Filmgesellschaft', 'Focus Features']"
44375,Twist,2003-09-07,97,350000,47370,"['Nick Stahl', 'Joshua Close', 'Gary Farmer', 'Michèle-Barbara Pelletier', 'Tygh Runyan', 'Stephen McHattie', 'Moti Yona', 'Brigid Tierney', 'Maxwell McCabe-Lokos', 'Andre Noble']","['Jacob Tierney', 'Jenny Lewis', 'Jacob Tierney', 'Anuta Bondarenko', 'Joanna Syrokomla', 'Mitch Lackie', 'Sara Kugelmass', 'Ethan Tobman', 'Jennifer Chiovitti', 'Charles Dickens']",['CA'],Released,"In a gritty retelling of the Dickens's classic, Twist takes Oliver and the Artful Dodger out of the poorhouse and onto the streets, where junk is the currency and hustling is the game.",0.7943,5.1,18,Boys do what boys must!,['Drama'],"['Victorious Films', 'Dandelion Entertainment Ventures']"
10105,Saints and Soldiers,2003-09-11,90,780000,1310470,"['Corbin Allred', 'Alexander Polinsky', 'Kirby Heyborne', 'Larry Bagby', 'Peter Holden', 'Ethan Vincent', 'Melinda Renee', ""Ruby Chase O'Neil"", 'Jeff Birk', 'Benjamin Gourley']","['Wynn Hougaard', 'J Bateman', 'Adam Abel', 'Bart Hendrickson', 'Ryan Little', 'Jennifer Buster', 'Steven A. Lee', 'Ryan Little', 'Sunny Chen', 'Ryan Little']",['US'],Released,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,1.4733,6.295,303,Trapped behind enemy lines. All they have is their hope.,"['War', 'Drama', 'Action', 'Adventure', 'History']","['Go Films', 'Medal Of Honor']"
1428,Once Upon a Time in Mexico,2003-09-11,102,29000000,98769390,"['Antonio Banderas', 'Johnny Depp', 'Cheech Marin', 'Salma Hayek Pinault', 'Mickey Rourke', 'Willem Dafoe', 'Eva Mendes', 'Danny Trejo', 'Rubén Blades', 'Enrique Iglesias']","['Robert Rodriguez', 'Robert Rodriguez', 'Robert Rodriguez', 'Robert Rodriguez', 'Joe Bucaro III', 'Jimmy Ortega', 'Carlos Gallardo', 'Robert Rodriguez', 'Sue Jett', 'Sandra Migueli']","['US', 'MX']",Released,A corrupt CIA agent Sands hires hitman El Mariachi to assassinate a Mexican general hired by a drug kingpin attempting a coup d'état of the President of Mexico.,3.4755,6.294,2369,The time has come.,"['Action', 'Crime', 'Thriller', 'Western']","['Columbia Pictures', 'Dimension Films', 'Troublemaker Studios']"
48382,"The Book of Mormon Movie, Volume 1: The Journey",2003-09-12,120,2000000,1672730,"['Noah Dalton Danby', 'Bryce Chamberlain', 'Mark Gollaher', 'Cragun Foulger', 'Kirby Heyborne', 'Jan Broberg Felt', 'Jacque Gray', 'Jessica Giauque', 'Lisa Rogers', 'Ron Frederickson']","['Neal Brown', 'Toby Tyler', 'Allen Lafferty', 'Scott Lafferty', 'Clark Schaffer', 'Alan D. Williams', 'Anne Rose', 'Greg T. Moon', 'Gary Rogers', 'Craig Clyde']",['US'],Released,"The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem, and they sought his life. He journeys into the wilderness with his family. He sends Nephi and his brethren back to Jerusalem after the brass plates and the family of Ishmael. The sons and daughters of Lehi marry the sons and daughters of Ishmael. They take their families and continue into the wilderness. Ishmael dies in the wilderness. They come to the sea. Nephi's brethren rebel against him. He confounds them, and builds a ship. They cross the sea to the promised land in the Americas. Lehi dies in the promised land. Nephi's brethren rebel against him again. Nephi departs again into the wilderness.",0.2979,4.2,6,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.","['Adventure', 'Family']",['Mormon Movies']
7270,Matchstick Men,2003-09-12,116,62000000,65565672,"['Nicolas Cage', 'Sam Rockwell', 'Alison Lohman', 'Bruce Altman', 'Bruce McGill', ""Jenny O'Hara"", 'Steve Eastin', 'Beth Grant', 'Sheila Kelley', 'Fran Kranz']","['Ridley Scott', 'Nicholas Griffin', 'Sean Bailey', 'Ted Griffin', 'Jack Rapke', 'Ridley Scott', 'Steve Starkey', 'John Mathieson', 'Dody Dorn', 'Debra Zane']","['GB', 'US']",Released,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,2.1382,7.001,1948,Lie. Cheat. Steal. Rinse. Repeat.,"['Comedy', 'Drama', 'Crime', 'Thriller']","['Warner Bros. Pictures', 'ImageMovers', 'Scott Free Productions', 'Rickshaw Productions', 'LivePlanet']"
1589,The Boys & Girl from County Clare,2003-09-12,91,8000000,151869,"['Colm Meaney', 'Bernard Hill', 'Shaun Evans', 'Andrea Corr', 'Ian Shaw', 'Charlotte Bradley', 'Eamonn Owens', 'Stephen Brennan', 'Malachy Bourke', 'Patrick Bergin']","['John Irvin', 'Andie Derrick', 'Vicky Brazier', 'Patrick Byrne', 'Victoria Brazier', 'Jonathan Wales', 'Robert Farr', 'Pamela Smyth', 'Colin Cooper', 'Doug Cooper']","['GB', 'IE', 'DE']",Released,"In Ireland in the mid 1960s, two feuding brothers and their respective Ceilidh bands compete at a music festival.",0.556,5.8,21,,"['Romance', 'Comedy', 'Music']","['Studio Hamburg WorldWide Pictures', 'Isle of Man Film Commission']"
153,Lost in Translation,2003-09-18,102,4000000,119723856,"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi', 'Anna Faris', 'Akiko Takeshita', 'Kazuyoshi Minamimagoe', 'Kazuko Shibata', 'Take', 'Ryuichiro Baba', 'Akira Yamaguchi']","['Nancy Steiner', 'Ross Katz', 'Sofia Coppola', 'Sofia Coppola', 'Kevin Shields', 'Lance Acord', 'K.K. Barrett', 'Anne Ross', 'Sarah Flack', 'Motonobu Kato']","['GB', 'US']",Released,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",6.0263,7.381,8014,Everyone wants to be found.,"['Drama', 'Comedy', 'Romance']","['American Zoetrope', 'Elemental Films']"
22309,The Fighting Temptations,2003-09-19,122,15000000,30238577,"['Cuba Gooding Jr.', 'Beyoncé', 'Mike Epps', 'Faith Evans', 'Steve Harvey', 'Wendell Pierce', 'LaTanya Richardson Jackson', 'Dave Sheridan', 'Angie Stone', 'Rue McClanahan']","['Elizabeth Hunter', 'Jonathan Lynn', 'Elizabeth Hunter', 'David Gale', 'Paul Hirsch', 'Elizabeth Hunter', 'Saladin K. Patterson', 'Van Toffler', 'Jeff Pollack', 'Benny Medina']",['US'],Released,"Darrin Hill, a slick-talking but down-on- his-luck NYC advertising exec, returns to his hometown in Georgia to claim the inheritance his aunt left him. But before Darrin can collect the money, he must fulfill his aunt's final wish -- to create a local choir.",1.2643,5.8,131,Don't fight the feeling.,"['Comedy', 'Music', 'Romance']","['Paramount Pictures', 'MTV Films', 'Handprint Entertainment']"
12767,Cold Creek Manor,2003-09-19,118,45000000,29119434,"['Dennis Quaid', 'Sharon Stone', 'Stephen Dorff', 'Juliette Lewis', 'Kristen Stewart', 'Christopher Plummer', 'Kathleen Duborg', 'Peter Outerbridge', 'Aidan Devine', 'Wayne Robson']","['Richard Jefferies', 'Mike Figgis', 'Mike Figgis', 'Richard Jefferies', 'Declan Quinn', 'Dylan Tichenor', 'Lata Ryan', 'Annie Stewart', 'Mike Figgis', 'Michael Trent']","['CA', 'GB', 'US']",Released,"A family moves from New York into an old mansion in the countryside, still filled with the previous owner's things. As they begin to make it their own, a series of events begin to occur that makes them believe that the former inhabitants are not yet gone.",2.6694,5.4,532,The perfect house hides the perfect crime.,"['Mystery', 'Thriller']","['Touchstone Pictures', 'Cold Creek Manor Productions', 'Red Mullet']"
277,Underworld,2003-09-19,122,22000000,95708457,"['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen', 'Shane Brolly', 'Bill Nighy', 'Erwin Leder', 'Sophia Myles', 'Robbie Gee', 'Wentworth Miller', 'Kevin Grevioux']","['Len Wiseman', 'Tom Rosenberg', 'Gary Lucchesi', 'Richard S. Wright', 'Skip Williamson', 'Henry Winterstern', 'Terry McKay', 'James McQuaide', 'Robert Bernacchi', 'Tony Pierce-Roberts']",['US'],Released,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",5.1059,6.8,6542,An immortal battle for supremacy.,"['Fantasy', 'Action', 'Thriller']","['Screen Gems', 'Lakeshore Entertainment']"
10934,Under the Tuscan Sun,2003-09-20,113,18000000,58878723,"['Diane Lane', 'Lindsay Duncan', 'Vincent Riotta', 'Giulia Louise Steigerwalt', 'Raoul Bova', 'Sandra Oh', 'Pawel Szajda', 'Roberto Nobile', 'Anita Zagaria', 'Evelina Gori']","['Audrey Wells', 'Frances Mayes', 'Audrey Wells', 'Laura Fattori', 'Sandy Kroopf', 'Tom Sternberg', 'Audrey Wells', 'Christophe Beck', 'Geoffrey Simpson', 'Arthur Coburn']",['US'],Released,"Frances Mayes, a 35-year-old professor and writer from San Francisco, decides to take a tour of Tuscany following a difficult divorce. After impulsively buying a run-down villa in the Italian countryside, she begins to piece her life back together in unexpected ways.",3.1192,6.88,954,Life offers you a thousand chances ... all you have to do is take one.,"['Romance', 'Comedy']","['Touchstone Pictures', 'Timnick Films', 'Blue Gardenia Productions']"
